"Name of Item";"price";"old Price";"link of Item";"sizes";"max Quantity";"rating";" parameters"
"GAMER PC I7 RX580 SSD+ ZAKRZYWIONY MONITOR +GRATIS";"3 299.00 zł";"5599.00 zł";"https://allegro.pl/oferta/gamer-pc-i7-rx580-ssd-zakrzywiony-monitor-gratis-9571836875";"without";"41";"5.00(4 oceny produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Monitor:LED; System operacyjny:Windows 10 Professional; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps; Seria procesora:Intel Core i7; Liczba rdzeni procesora:4; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort DVI-D HDMI; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) RJ45 inne; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A mini jack 35 (audio); "
"MOCNY HP AIO 238 FHD i5 INTEL 12GB 512SSD 1TB W10";"3 299.00 zł";"4199.00 zł";"https://allegro.pl/oferta/mocny-hp-aio-23-8-fhd-i5-intel-12gb-512ssd-1tb-w10-9637182625";"1512 GB;8 GB;12 GB";"18";"5.00(1 ocena produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:HP AIO; Wysokość produktu:40.93 cm; Głębokość produktu:20.4 cm; Monitor:LCD; System operacyjny:Windows 10 Home; Komunikacja:Wi-Fi Bluetooth LAN 10/100/1000 Mbps; Model procesora:i5-1035G1; Pamięć podręczna procesora:6 MB; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:12 GB; Typ dysku twardego:HDD + SSD; Prędkość obrotowa dysku HDD:5400 obr./min; Interfejs dysku twardego:SATA III M.2; Rodzaj karty graficznej:zintegrowana; Złącza karty graficznej:HDMI; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A RJ45 HDMI; Typ obudowy:All in One; "
"Komputer A8-9600 Radeon R7 16GB 1TB LG22 Windows10";"2 099.00 zł";"2650.00 zł";"https://allegro.pl/oferta/komputer-a8-9600-radeon-r7-16gb-1tb-lg22-windows10-7939066727";"120 GB;240 GB;480 GB;1000 GB;4 GB;8 GB;16 GB";"7";"4.95(19 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):10 kg; Monitor:LED; System operacyjny:Windows 10 Professional; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps; Model procesora:RYZEN 5 3400G; Taktowanie maksymalne procesora:4200 GHz; Typ pamięci RAM:DDR4; Maksymalna pojemność pamięci RAM:32 GB; Typ dysku twardego:HDD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:zintegrowana; Pamięć karty graficznej:2 GB; Złącza karty graficznej:DVI HDMI VGA; Producent płyty głównej:Gigabyte; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"MAX GAMER RGB RYZEN 3600 RTX-2060 32GB 512GB SSD";"3 999.00 zł";"5599.00 zł";"https://allegro.pl/oferta/max-gamer-rgb-ryzen-3600-rtx-2060-32gb-512gb-ssd-9180975329";"GeForce RTX 2060;GeForce RTX 2070;16 GB;32 GB";"102";"4.79(14 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:GER-POL 3600/2060/D512/P32; Monitor:brak; Moc zasilacza:700 W; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps; Model procesora:RYZEN 5 3600; Taktowanie maksymalne procesora:4.2 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:32 GB; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:6 GB; Złącza karty graficznej:DisplayPort HDMI; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) RJ45 PS/2 HDMI VGA (D-Sub); Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"Komputer gamingowy do gier 16GB RX570 AMD 3600 SSD";"3 027.00 zł";"4299.00 zł";"https://allegro.pl/oferta/komputer-gamingowy-do-gier-16gb-rx570-amd-3600-ssd-9520673104";"without";"26";"4.92(12 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:16GB RX 570 8GB SSD WIN RYZEN3600; Monitor:brak; System operacyjny:Windows 10 Home; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps; Model procesora:AMD Ryzen 5 3600; Taktowanie maksymalne procesora:4.2 GHz; Typ pamięci RAM:DDR4; Taktowanie szyny pamięci RAM:3000 MHz; Typ dysku twardego:SSD (M.2); Interfejs dysku twardego:M.2; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Producent płyty głównej:ASUS; Gniazda rozszerzeń:PCIe 2.0 x1 PCIe 3.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"PC DO PRACY/GIER 8 RDZENI 41GHz 8GB 500GB WIN10";"829.99 zł";"1199.99 zł";"https://allegro.pl/oferta/pc-do-pracy-gier-8-rdzeni-4-1ghz-8gb-500gb-win10-8398374218";"120 GB;256 GB;480 GB;500 GB;620 GB;8 GB;16 GB";"8";"4.91(23 oceny produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:GARMING G3; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:A8-5500; Taktowanie maksymalne procesora:4.1 GHz; Typ pamięci RAM:DDR3; Liczba wolnych slotów RAM:1; Typ dysku twardego:HDD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:zintegrowana; Pamięć karty graficznej:1 GB; Producent płyty głównej:MSI; Gniazda rozszerzeń:PCI PCIe 2.0 x16 SATA III (6 GB/s); Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A mini jack 35 (audio); "
"_DLA GRACZY__GAMEMAX__RYZEN 5 __GTX 1660 SUPER 6GB";"2 999.00 zł";"4300.00 zł";"https://allegro.pl/oferta/dla-graczy-gamemax-ryzen-5-gtx-1660-super-6gb-8963933150";"without";"50";"4.97(33 oceny produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:Ryzen 2600; Taktowanie maksymalne procesora:3.9 GHz; Typ pamięci RAM:DDR4; Maksymalna pojemność pamięci RAM:64 GB; Typ dysku twardego:SSD; Pojemność dysku:480 GB; Interfejs dysku twardego:SATA III M.2; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:6 GB; Złącza karty graficznej:DisplayPort HDMI; Producent płyty głównej:ASUS; Gniazda rozszerzeń:PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.1 typ A mini jack 35 (audio); "
"Dell OptiPlex 7440 AIO i5 8GB 256SSD+500GB FHD W10";"1 999.00 zł";"4999.00 zł";"https://allegro.pl/oferta/dell-optiplex-7440-aio-i5-8gb-256ssd-500gb-fhd-w10-9610756468";"500 GB;756 GB;8 GB;16 GB";"49";"no";"Faktura:Wystawiam fakturę VAT; Stan:Używany; Model:OptiPlex 7440 AIO; Wysokość produktu:39.29 cm; Waga produktu:7.21 kg; Monitor:LED; System operacyjny:Windows 10 Home; Komunikacja:Wi-Fi Bluetooth LAN 10/100/1000 Mbps; Model procesora:i5-6500; Taktowanie maksymalne procesora:3.6 GHz; Typ pamięci RAM:DDR4; Maksymalna pojemność pamięci RAM:32 GB; Typ dysku twardego:HDD + SSD (M.2); Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:zintegrowana; Pamięć karty graficznej:współdzielona; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:M.2; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) RJ45 HDMI DisplayPort inne; Typ obudowy:All in One; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) czytnik kart pamięci HDMI; "
"GAMINGOWY_RYZEN 7 2700_16GB_GTX 1650 SUPER_SSD_RGB";"2 799.00 zł";"3499.00 zł";"https://allegro.pl/oferta/gamingowy-ryzen-7-2700-16gb-gtx-1650-super-ssd-rgb-9679156591";"GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;GeForce RTX 2080 Super;Radeon RX 5700 XT;4.1 GHz;4.3 GHz";"18";"5.00(2 oceny produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Typ napędu:brak; System operacyjny:Windows 10 Professional; Model procesora:AMD Ryzen 7 2700; Taktowanie maksymalne procesora:4.1 GHz; Typ pamięci RAM:DDR4; Maksymalna pojemność pamięci RAM:128 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:4 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"GAMINGOWY_RYZEN 7 2700_16GB_GTX 1660 SUPER_SSD_RGB";"3 099.00 zł";"3999.00 zł";"https://allegro.pl/oferta/gamingowy-ryzen-7-2700-16gb-gtx-1660-super-ssd-rgb-9679507158";"GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;GeForce RTX 2080 Super;Radeon RX 5700 XT;4.1 GHz;4.3 GHz";"12";"5.00(3 oceny produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Typ napędu:brak; System operacyjny:Windows 10 Professional; Model procesora:AMD Ryzen 7 2700; Taktowanie maksymalne procesora:4.1 GHz; Typ pamięci RAM:DDR4; Maksymalna pojemność pamięci RAM:128 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:6 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"Zestaw Gamingowy! Intel i5 RX580-8GB RAM-16GB";"2 999.00 zł";"4999.00 zł";"https://allegro.pl/oferta/zestaw-gamingowy-intel-i5-rx580-8gb-ram-16gb-9045732912";"Intel Core i5;Intel Core i7";"63";"no";"Faktura:Wystawiam fakturę VAT; Stan:Odnowiony przez sprzedawcę; Typ komputera:komputer stacjonarny; Waga produktu:14 kg; Waga (z opakowaniem):17 kg; Monitor:LED; System operacyjny:Windows 10 Home; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps; Model procesora:2400; Taktowanie maksymalne procesora:3.4 GHz; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:16 GB; Typ dysku twardego:HDD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort DVI-D HDMI; Chipset płyty głównej:Intel H310; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) RJ45 PS/2 HDMI; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"DLA GRACZY_i5 9400F_16G_GTX 1660 SUPER_SSD_RGB";"2 899.00 zł";"3399.00 zł";"https://allegro.pl/oferta/dla-graczy-i5-9400f-16g-gtx-1660-super-ssd-rgb-9775534752";"GeForce GTX 1650;GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;Radeon RX 5700 XT;AMD Ryzen;Intel Core i5";"18";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:Intel i5 9400F; Taktowanie maksymalne procesora:4.1 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:6 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"ZESTAW DO GIER Core I5 8GB SSD GT 1030 LED 24'";"1 635.00 zł";"1820.00 zł";"https://allegro.pl/oferta/zestaw-do-gier-core-i5-8gb-ssd-gt-1030-led-24-9456421505";"GeForce GT 1030;GeForce GTX 1050 Ti;120 GB;240 GB;250 GB";"97";"no";"Faktura:Wystawiam fakturę VAT; Stan:Odnowiony przez sprzedawcę; Model:Dla Gracza; Monitor:LED; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:Intel Core i5; Taktowanie maksymalne procesora:3.4 GHz; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:8 GB; Typ dysku twardego:SSD; Pojemność dysku:120 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:2 GB; Złącza karty graficznej:DisplayPort HDMI; Model płyty głównej:H61; Typ obudowy:Tower; "
"Apple iMac Pro Xeon 30GHz/32GB/1000/Mac OS Pro";"13 499.00 zł";"23999.00 zł";"https://allegro.pl/oferta/apple-imac-pro-xeon-3-0ghz-32gb-1000-mac-os-pro-9866541462";"without";"20";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:iMac Pro Xeon; System operacyjny:Mac OS; Seria procesora:Intel Xeon; Liczba rdzeni procesora:10; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:32 GB; Typ dysku twardego:SSD; Pojemność dysku:1000 GB; Typ obudowy:All in One; "
"Komputer do GIER i PRACY! Intel i5 GTX 1650 16GB";"1 890.00 zł";"3199.00 zł";"https://allegro.pl/oferta/komputer-do-gier-i-pracy-intel-i5-gtx-1650-16gb-9808859580";"HDD;SSD;8 GB;16 GB";"99";"no";"Faktura:Wystawiam fakturę VAT; Stan:Odnowiony przez sprzedawcę; Model:GZi51650v16; Waga (z opakowaniem):10 kg; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps LAN 10/100 Mbps; Model procesora:2400; Taktowanie maksymalne procesora:3.4 GHz; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:16 GB; Typ dysku twardego:HDD; Prędkość obrotowa dysku HDD:7200 obr./min; Pamięć karty graficznej:4 GB; Złącza karty graficznej:DisplayPort DVI HDMI; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A RJ45 PS/2; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"Zestaw PC do GIER i7 16GB 320GB +nowy 120GB SSD";"1 599.00 zł";"2999.00 zł";"https://allegro.pl/oferta/zestaw-pc-do-gier-i7-16gb-320gb-nowy-120gb-ssd-9542672802";"440 GB;560 GB;980 GB;1460 GB;16 GB;32 GB";"329";"no";"Faktura:Wystawiam fakturę VAT; Stan:Używany; Model:inny; Monitor:LED; System operacyjny:Windows 10 Professional; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps; Seria procesora:Intel Core i7; Liczba rdzeni procesora:4; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:16 GB; Typ dysku twardego:HDD + SSD; Pojemność dysku:440 GB; Typ obudowy:Inna; "
"DLA GRACZY_i5 9400F_16G_RTX 2060 SUPER_SSD_RGB";"3 499.00 zł";"4599.00 zł";"https://allegro.pl/oferta/dla-graczy-i5-9400f-16g-rtx-2060-super-ssd-rgb-9830691803";"GeForce GTX 1650;GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;Radeon RX 5700 XT;AMD Ryzen;Intel Core i5";"4";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:Intel i5 9400F; Taktowanie maksymalne procesora:4.1 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"GAMINGOWY_RYZEN 7 2700_16GB_RTX 2070 SUPER 8G_RGB";"4 499.00 zł";"5899.00 zł";"https://allegro.pl/oferta/gamingowy-ryzen-7-2700-16gb-rtx-2070-super-8g-rgb-9748542674";"GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;GeForce RTX 2080 Super;Radeon RX 5700 XT;4.1 GHz;4.3 GHz";"11";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:FOX GAMER 2070 S; Waga (z opakowaniem):15 kg; Typ napędu:brak; System operacyjny:Windows 10 Professional; Model procesora:AMD Ryzen 7 2700; Taktowanie maksymalne procesora:4.1 GHz; Typ pamięci RAM:DDR4; Maksymalna pojemność pamięci RAM:64 GB; Typ dysku twardego:SSD (M.2); Interfejs dysku twardego:M.2; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Producent płyty głównej:ASUS; Chipset płyty głównej:AMD B450; Typ obudowy:Midi Tower; "
"ZESTAW GRACZ RYZEN 12x34 16GB SSD RX580 8GB 24LED";"2 999.00 zł";"3499.00 zł";"https://allegro.pl/oferta/zestaw-gracz-ryzen-12x3-4-16gb-ssd-rx580-8gb-24led-9788201168";"GeForce GTX 1660 SUPER;Radeon RX 580";"83";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:ZPC24-r526r588g; Monitor:LED; Komunikacja:LAN 10/100/1000 Mbps; System operacyjny:Windows 10 Home Windows 10 Professional brak systemu; Model procesora:AMD Ryzen 5 2600; Taktowanie maksymalne procesora:3.9 GHz; Typ pamięci RAM:DDR4; Taktowanie szyny pamięci RAM:3000 MHz; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Chipset płyty głównej:AMD A320; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.1 typ A gen 1 mini jack 35 (audio) RJ45 PS/2; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"KOMPUTER DO GIER I5 8GB 120SSD 500HDD GT 1030 W10";"999.00 zł";"1500.00 zł";"https://allegro.pl/oferta/komputer-do-gier-i5-8gb-120ssd-500hdd-gt-1030-w10-8781474779";"120 GB;240 GB;500 GB;512 GB;620 GB;1000 GB;1240 GB;1512 GB;8 GB;16 GB";"40";"no";"Faktura:Wystawiam fakturę VAT; Stan:Używany; Model:HP 6300; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:i5-3570; Taktowanie maksymalne procesora:3.8 GHz; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:8 GB; Typ dysku twardego:HDD + SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:2 GB; Złącza karty graficznej:DVI-D HDMI; Gniazda rozszerzeń:PCI PCIe 2.0 x1 PCIe 3.0 x16; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A mini jack 35 (audio); "
"GAMINGOWY_RYZEN 7 2700_16G_RTX 2080 SUPER_SSD_RGB";"5 299.00 zł";"6299.00 zł";"https://allegro.pl/oferta/gamingowy-ryzen-7-2700-16g-rtx-2080-super-ssd-rgb-9788061200";"GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;GeForce RTX 2080 Super;Radeon RX 5700 XT;4.1 GHz;4.3 GHz";"17";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:AMD Ryzen 7 2700; Taktowanie maksymalne procesora:4.1 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"KOMPUTER STACJONARNY DELL 9010 I5 8GB 240SSD W10";"649.00 zł";"999.00 zł";"https://allegro.pl/oferta/komputer-stacjonarny-dell-9010-i5-8gb-240ssd-w10-9721187950";"120 GB;240 GB;320 GB;512 GB;1000 GB;4 GB;8 GB;16 GB";"26";"no";"Faktura:Wystawiam fakturę VAT; Stan:Używany; Model:9010; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Seria procesora:Intel Core i5; Pamięć podręczna procesora:6 MB; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:8 GB; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:zintegrowana; Chipset karty graficznej:HD Graphics 2500; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) RJ45 VGA (D-Sub) DisplayPort; Typ obudowy:Inna; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A; "
"DELL OPTIPLEX 9030 AiO i7 8GB 500 FHD M+K WiFi W10";"1 999.00 zł";"2599.00 zł";"https://allegro.pl/oferta/dell-optiplex-9030-aio-i7-8gb-500-fhd-m-k-wifi-w10-9285218158";"256 GB;500 GB;512 GB;8 GB";"58";"no";"Faktura:Wystawiam fakturę VAT; Stan:Po zwrocie; Model:OptiPlex 9030; Monitor:LED; Typ napędu:DVD; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps; Model procesora:i7-4790S; Pamięć podręczna procesora:9 MB; Typ pamięci RAM:DDR3; Maksymalna pojemność pamięci RAM:32 GB; Typ dysku twardego:HDD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:zintegrowana; Gniazda rozszerzeń:SATA III (6 GB/s) mSATA M.2; Typ obudowy:All in One; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) czytnik kart pamięci HDMI; "
"KOMPUTER STACJONARNY DELL 7010 I5 8GB 240SSD W10";"649.00 zł";"1049.00 zł";"https://allegro.pl/oferta/komputer-stacjonarny-dell-7010-i5-8gb-240ssd-w10-9708322996";"120 GB;240 GB;500 GB;512 GB;1000 GB;4 GB;8 GB";"14";"no";"Faktura:Wystawiam fakturę VAT; Stan:Używany; Model:Optiplex 7010; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; System operacyjny:Windows 7 Home 64-bit Windows 10 Home; Model procesora:i5-3470; Taktowanie maksymalne procesora:3.6 GHz; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:8 GB; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:zintegrowana; Pamięć karty graficznej:współdzielona; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) RJ45 PS/2 VGA (D-Sub) DisplayPort; Typ obudowy:Inna; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A; "
"Zestaw Gamingowy! Intel i7 GTX 1660 SUPER 16GB";"3 649.00 zł";"6499.00 zł";"https://allegro.pl/oferta/zestaw-gamingowy-intel-i7-gtx-1660-super-16gb-9324433115";"without";"141";"no";"Faktura:Wystawiam fakturę VAT; Stan:Odnowiony przez sprzedawcę; Typ komputera:komputer stacjonarny; Waga produktu:14 kg; Waga (z opakowaniem):17 kg; Monitor:LED; System operacyjny:Windows 10 Home; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps; Model procesora:2600; Taktowanie maksymalne procesora:3.8 GHz; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:16 GB; Typ dysku twardego:HDD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:6 GB; Złącza karty graficznej:DisplayPort DVI-D HDMI; Chipset płyty głównej:Intel H310; Złącza zewnętrzne płyty głównej:USB 2.0 typ A mini jack 35 (audio) RJ45 PS/2 HDMI; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"Komputer DELL i5 8GB nowy 256GB SSD Windows KlasaA";"589.00 zł";"900.00 zł";"https://allegro.pl/oferta/komputer-dell-i5-8gb-nowy-256gb-ssd-windows-klasaa-8178244430";"without";"71";"no";"Faktura:Wystawiam fakturę VAT; Stan:Używany; Model:790 DT; Wysokość produktu:40 cm; Waga produktu:7 kg; Typ napędu:DVD; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:i5-2400; Taktowanie maksymalne procesora:3.4 GHz; Typ pamięci RAM:DDR3; Maksymalna pojemność pamięci RAM:32 GB; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:zintegrowana; Pamięć karty graficznej:współdzielona; Złącza karty graficznej:DisplayPort VGA; Producent płyty głównej:Dell; Chipset płyty głównej:inny; Gniazda rozszerzeń:PCIe 1.0 x4 PCIe 1.0 x16; Typ obudowy:Inna; Złącza obudowy:USB 2.0 typ A mini jack 35 (audio); "
