"Name of Item";"price";"old Price";"link of Item";"sizes";"max Quantity";"rating";" parameters"
"XL -MĘSKA KURTKA SKÓRZANA 14G07 SLIM-FIT SZCZUPŁE";"99.99 zł";"150.00 zł";"https://allegro.pl/oferta/xl-meska-kurtka-skorzana-14g07-slim-fit-szczuple-9538916079";"S;M;L;XL;XXL";"446";"4.67(6 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:XL; Rodzaj:inny; Kaptur:bez kaptura; Długość:do bioder; Wypełnienie:nie dotyczy; Wzór dominujący:bez wzoru; Materiał dominujący:poliester; Zapięcie:zamek; Długość całkowita:69 cm; Długość rękawa:83 cm; Szerokość pod pachami:57 cm; Kolor:czarny inny kolor; Cechy dodatkowe:przeciwdeszczowa z podszewką; "
"M - MĘSKA KURTKA SKÓRZANA 6699";"179.99 zł";"250.00 zł";"https://allegro.pl/oferta/m-meska-kurtka-skorzana-6699-9285980962";"M";"1";"5.00(8 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:M; Rodzaj:inny; Kaptur:bez kaptura; Długość:do bioder; Wypełnienie:nie dotyczy; Wzór dominujący:bez wzoru; Materiał dominujący:poliester; Zapięcie:zamek; Długość całkowita:67 cm; Długość rękawa:82 cm; Szerokość pod pachami:58 cm; Kolor:czarny inny kolor; Cechy dodatkowe:przeciwdeszczowa z podszewką; "
"L - CIEPŁA BLUZA MĘSKA_THX 95";"69.99 zł";"99.00 zł";"https://allegro.pl/oferta/l-ciepla-bluza-meska-thx-95-6705824324";"M;L;XL;XXL";"359";"4.73(60 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:L; Wzór dominujący:inny wzór; Dekolt:okrągły; Rękaw:długi rękaw; Zapięcie:zamek; Materiał dominujący:bawełna; Długość całkowita:67 cm; Długość rękawa:78 cm; Szerokość pod pachami:55 cm; Kolor:szary inny kolor; Rodzaj:rozpinane z kapturem; "
"MĘSKA PIKOWANA KURTKA BOMBER JACKET tx2728 - L";"69.99 zł";"109.99 zł";"https://allegro.pl/oferta/meska-pikowana-kurtka-bomber-jacket-tx2728-l-9636447714";"M;L;XL;XXL";"59";"4.60(10 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:L; Kolor:czarny; Rodzaj:bomber; Kaptur:z kapturem; Długość:do bioder; Wypełnienie:syntetyczne; Wzór dominujący:bez wzoru; Materiał dominujący:poliester; Zapięcie:zamek; Cechy dodatkowe:pikowanie z podszewką; "
"Męskie SPODNIE DRESOWE JOGGERY zamek #163 r. M";"33.00 zł";"50.00 zł";"https://allegro.pl/oferta/meskie-spodnie-dresowe-joggery-zamek-163-r-m-9583728386";"M;L;XL;XXL";"9860";"5.00(12 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:M; Wzór dominujący:bez wzoru; Długość nogawki:długa; Materiał dominujący:bawełna; Cechy dodatkowe:zamki; Model:ściągacz w kostce dresy sportowe bawełniane; Kolor:biały czarny granatowy niebieski szary; Skład materiałowy:65% Bawełna 35% poliester; "
"4F KURTKA MĘSKA PRZEJŚCIOWA SOFTSHELL H4-SFM001";"159.00 zł";"199.99 zł";"https://allegro.pl/oferta/4f-kurtka-meska-przejsciowa-softshell-h4-sfm001-9608396840";"S;M;L;XL;XXL;3XL";"157";"4.93(28 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:4F; Rozmiar:L; Kolor:czarny; Rodzaj:softshell; Kaptur:z kapturem; Długość:do bioder; Wypełnienie:nie dotyczy; Wzór dominujący:bez wzoru; Materiał dominujący:poliester; Zapięcie:zamek; Cechy dodatkowe:brak; Model:SFM001; Kolekcja:Jesień Zima 2020; Nazwa koloru producenta:czarny; :"
"BLUZA MĘSKA ROZPINANA STÓJKA TOMY RED JAKOŚĆ";"84.94 zł";"110.00 zł";"https://allegro.pl/oferta/bluza-meska-rozpinana-stojka-tomy-red-jakosc-9544578674";"M;L;XL;XXL";"85";"5.00(2 oceny produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:XXL; Kolor:szary; Wzór dominujący:bez wzoru; Dekolt:stójka; Rękaw:długi rękaw; Zapięcie:zamek; Materiał dominujący:bawełna; Rodzaj:bez kaptura rozpinane; "
"M - BLUZA MĘSKA_RDI 061";"69.99 zł";"99.00 zł";"https://allegro.pl/oferta/m-bluza-meska-rdi-061-9024890001";"M;L;XL;XXL";"173";"4.53(17 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:M; Wzór dominujący:bez wzoru; Dekolt:okrągły; Rękaw:długi rękaw; Zapięcie:zamek; Materiał dominujący:bawełna; Długość całkowita:66 cm; Długość rękawa:75 cm; Szerokość pod pachami:54 cm; Kolor:czerwony szary inny kolor; Rodzaj:rozpinane wkładane przez głowę z kapturem; "
"MĘSKIE SPODNIE DRESOWE ADIDAS DRESY SPORTOWE";"119.00 zł";"169.00 zł";"https://allegro.pl/oferta/meskie-spodnie-dresowe-adidas-dresy-sportowe-8525642922";"S;M";"27";"4.88(518 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Waga (z opakowaniem):0.2 kg; Płeć:Produkt męski; Marka:adidas; Rozmiar:M; Kolor:czarny; Wzór dominujący:bez wzoru; Długość nogawki:długa; Materiał dominujący:poliester; Skład materiałowy:100% Poliester; Cechy dodatkowe:zamki; Zapięcie:brak; Liczba kieszeni:2; Model:REGI18 CZ8657; Kolekcja:adidas Performance; Nazwa koloru producenta:czarny; Wysokość pasa:4 cm; :"
"BLUZA MĘSKA ROZPINANA BEZ KAPTURA bx4110 - L";"39.99 zł";"69.99 zł";"https://allegro.pl/oferta/bluza-meska-rozpinana-bez-kaptura-bx4110-l-8467335117";"M;L;XL;XXL";"1103";"4.67(83 oceny produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:L; Kolor:czarny; Wzór dominujący:bez wzoru; Dekolt:okrągły; Rękaw:długi rękaw; Zapięcie:zamek; Materiał dominujący:bawełna; Rodzaj:bez kaptura rozpinane; "
"MĘSKIE SPODNIE JOGGERY BOJÓWKI XXL";"109.00 zł";"199.00 zł";"https://allegro.pl/oferta/meskie-spodnie-joggery-bojowki-xxl-9748136768";"XXL";"1";"no";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Marka:inna; Rozmiar:XXL; Kolor:szary; Wzór dominujący:bez wzoru; Fason:bojówki; Długość nogawki:długa; Zapięcie:wiązanie; Materiał dominujący:inny; Cechy dodatkowe:brak; :"
"LEE DAREN MĘSKIE SPODNIE JEANSOWE PROSTE ZAMEK";"189.99 zł";"329.99 zł";"https://allegro.pl/oferta/lee-daren-meskie-spodnie-jeansowe-proste-zamek-8644353663";"28/32;28/34;29/32";"18";"no";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Waga (z opakowaniem):0.8 kg; Płeć:Produkt męski; Marka:Lee; Rozmiar:28/32; Kolor:granatowy; Fason:proste; Długość nogawki:długa; Zapięcie:zamek; Materiał dominujący:bawełna; Skład materiałowy:Bawełna; Wzór dominujący:bez wzoru; Cechy dodatkowe:brak; Liczba kieszeni:5; Model:Lee Daren Zip Fly 34/30 32/32 34/32 36/32 M L; Kolekcja:L707JJDP; Nazwa koloru producenta:Rinse wrangler; :"
"NIKE DRES MĘSKI KOMPLET BLUZA + SPODNIE BV3034-010";"229.00 zł";"269.99 zł";"https://allegro.pl/oferta/nike-dres-meski-komplet-bluza-spodnie-bv3034-010-9583380858";"S;M;L;XL;XXL";"41";"4.67(3 oceny produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:Nike; Rozmiar:M; Kolor:czarny; Wzór dominujący:bez wzoru; Rękaw:długi rękaw; Rodzaj spodni:zwężana nogawka; Długość nogawki:długa; Materiał dominujący:poliester; Model:BV3034; Kolekcja:Sportswear; Rodzaj:bez kaptura rozpinane; "
"KURTKA MĘSKA BOMBERKA KHAKI MY-02 DENLEY_XL";"69.99 zł";"79.90 zł";"https://allegro.pl/oferta/kurtka-meska-bomberka-khaki-my-02-denley-xl-9585786790";"M;L;XL;XXL";"98";"5.00(1 ocena produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:Denley; Rozmiar:XL; Kolor:khaki; Rodzaj:bomber; Kaptur:bez kaptura; Długość:do bioder; Wypełnienie:nie dotyczy; Wzór dominujący:bez wzoru; Materiał dominujący:nylon; Zapięcie:zamek; Cechy dodatkowe:pikowanie z podszewką; "
"KURTKA PARKA MĘSKA ZIMOWA Z KAPTUREM tx2982 - L";"219.99 zł";"299.99 zł";"https://allegro.pl/oferta/kurtka-parka-meska-zimowa-z-kapturem-tx2982-l-9818104263";"M;L;XL;XXL";"288";"no";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:L; Kolor:zielony; Rodzaj:parka; Kaptur:z kapturem; Długość:do połowy uda; Wypełnienie:syntetyczne; Wzór dominujący:bez wzoru; Materiał dominujący:poliester; Zapięcie:zamek; Cechy dodatkowe:ocieplenie z podszewką; "
"SPODNIE DRESOWE ANTRACYTOWE JX8978 DENLEY_2XL";"29.90 zł";"49.99 zł";"https://allegro.pl/oferta/spodnie-dresowe-antracytowe-jx8978-denley-2xl-8788069024";"XL;XXL";"266";"4.67(9 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:Denley; Rozmiar:XXL; Kolor:szary; Wzór dominujący:bez wzoru; Długość nogawki:długa; Materiał dominujący:bawełna; Cechy dodatkowe:brak; Zapięcie:wiązanie; :"
"Męskie SPODNIE DRESOWE JOGGERY zamek #051 r. XL";"40.00 zł";"50.00 zł";"https://allegro.pl/oferta/meskie-spodnie-dresowe-joggery-zamek-051-r-xl-9583683650";"M;L;XL;XXL";"9848";"4.71(7 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:XL; Wzór dominujący:bez wzoru; Długość nogawki:długa; Materiał dominujący:bawełna; Cechy dodatkowe:zamki; Model:ściągacz w kostce dresy sportowe bawełniane; Kolor:czarny szary; Skład materiałowy:65% Bawełna 35% poliester; "
"JEANSOWA KURTKA MĘSKA PRZEJŚCIOWA DRESOWA - L";"189.99 zł";"299.00 zł";"https://allegro.pl/oferta/jeansowa-kurtka-meska-przejsciowa-dresowa-l-9746218665";"L";"2";"no";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Marka:inna; Rozmiar:L; Rodzaj:inny; Kaptur:bez kaptura; Długość:do pasa; Wypełnienie:nie dotyczy; Wzór dominujący:bez wzoru; Materiał dominujący:inny; Zapięcie:zamek; Cechy dodatkowe:brak; Kolor:granatowy niebieski szary; "
"BLUZA MĘSKA KLASYCZNA CZARNA bx2416 - L";"31.99 zł";"69.99 zł";"https://allegro.pl/oferta/bluza-meska-klasyczna-czarna-bx2416-l-7932444702";"M;L;XL;XXL";"282";"4.56(34 oceny produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:L; Kolor:czarny; Wzór dominujący:bez wzoru; Dekolt:okrągły; Rękaw:długi rękaw; Zapięcie:brak; Materiał dominujący:bawełna; Rodzaj:wkładane przez głowę bez kaptura; "
"MĘSKA BLUZA KANGURKA Z KAPTUREM KOLORY ox178 - L";"39.00 zł";"59.99 zł";"https://allegro.pl/oferta/meska-bluza-kangurka-z-kapturem-kolory-ox178-l-7769327458";"M;L;XL";"98";"4.91(23 oceny produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:L; Wzór dominujący:bez wzoru; Dekolt:okrągły; Rękaw:długi rękaw; Zapięcie:brak; Materiał dominujący:bawełna; Kolor:czarny czerwony granatowy niebieski szary; Rodzaj:wkładane przez głowę z kapturem; "
"SPODNIE MĘSKIE CHINOSY KOLORY ox523-36";"69.99 zł";"119.99 zł";"https://allegro.pl/oferta/spodnie-meskie-chinosy-kolory-ox523-36-9406086888";"28;30;32;34;36";"88";"4.80(5 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:36; Wzór dominujący:bez wzoru; Fason:chinos; Długość nogawki:długa; Zapięcie:zamek; Materiał dominujący:bawełna; Cechy dodatkowe:brak; Kolor:brązowy czarny granatowy niebieski szary zielony; "
"Kurtka Skórzana Męska Pikowana DORJAN LUI450_1 L";"1 376.00 zł";"1799.00 zł";"https://allegro.pl/oferta/kurtka-skorzana-meska-pikowana-dorjan-lui450-1-l-6122908909";"S;M;L;XL;XXL;3XL";"70";"5.00(6 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Marka:Dorjan; Rozmiar:L; Rodzaj:inny; Kaptur:bez kaptura; Długość:do bioder; Wypełnienie:nie dotyczy; Wzór dominujący:bez wzoru; Materiał dominujący:skóra naturalna; Zapięcie:zamek; Kolor:czarny wielokolorowy inny kolor; Cechy dodatkowe:brak pikowanie ocieplenie z podszewką; "
"XXL - KAMIZELKA BEZRĘKAWNIK MĘSKI o66 ocieplacz";"69.90 zł";"99.90 zł";"https://allegro.pl/oferta/xxl-kamizelka-bezrekawnik-meski-o66-ocieplacz-9603148469";"M;L;XL;XXL";"19";"5.00(1 ocena produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:XXL; Materiał dominujący:poliester; Zapięcie:zamek; Długość całkowita:72 cm; Szerokość pod pachami:60 cm; Kolor:miedziany pomarańczowy wielokolorowy; "
"BLUZA MĘSKA CAMO MORO ANTRACYTOWA bx4265 - L";"39.99 zł";"69.99 zł";"https://allegro.pl/oferta/bluza-meska-camo-moro-antracytowa-bx4265-l-8903068848";"M;L;XL;XXL";"74";"4.75(8 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:L; Kolor:szary; Wzór dominujący:moro; Dekolt:okrągły; Rękaw:długi rękaw; Zapięcie:brak; Materiał dominujący:bawełna; Rodzaj:bez kaptura wkładane przez głowę; "
"KURTKA MĘSKA PRZEJŚCIOWA tx2217 - M";"69.00 zł";"119.99 zł";"https://allegro.pl/oferta/kurtka-meska-przejsciowa-tx2217-m-8455521695";"M;L;XL;XXL";"500";"4.59(110 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:M; Kolor:granatowy; Rodzaj:bomber; Kaptur:bez kaptura; Długość:do bioder; Wypełnienie:syntetyczne; Wzór dominujący:bez wzoru; Materiał dominujący:poliester; Zapięcie:zamek; Cechy dodatkowe:pikowanie z podszewką; "
"PŁASZCZ MĘSKI DWURZĘDOWY CZARNY cx0392 - S";"129.99 zł";"199.99 zł";"https://allegro.pl/oferta/plaszcz-meski-dwurzedowy-czarny-cx0392-s-8443748513";"S";"101";"4.33(18 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:S; Kolor:czarny; Rodzaj:klasyczny; Długość:do połowy uda; Wypełnienie:nie dotyczy; Wzór dominujący:bez wzoru; Materiał dominujący:poliester; Zapięcie:guziki; Cechy dodatkowe:z podszewką; :"
"SPODNIE DRESOWE MĘSKIE KOLORY ox158 - XL";"28.00 zł";"44.99 zł";"https://allegro.pl/oferta/spodnie-dresowe-meskie-kolory-ox158-xl-7765654986";"M;L;XL;XXL";"99";"4.67(427 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:XL; Wzór dominujący:bez wzoru; Długość nogawki:długa; Materiał dominujący:bawełna; Cechy dodatkowe:brak; Zapięcie:wiązanie; Kolor:czarny szary; "
"KURTKA MĘSKA PARKA ZIMOWA Z KAPTUREM tx3152 - XL";"179.99 zł";"289.99 zł";"https://allegro.pl/oferta/kurtka-meska-parka-zimowa-z-kapturem-tx3152-xl-9818007925";"M;L;XL;XXL";"35";"no";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:XL; Kolor:czarny; Rodzaj:parka; Kaptur:z kapturem; Długość:do połowy uda; Wypełnienie:syntetyczne; Wzór dominujący:bez wzoru; Materiał dominujący:poliester; Zapięcie:zamek; Cechy dodatkowe:ocieplenie z podszewką; "
"DD110 roz. M BLUZA MESKA z KAPTUREM 3 KOLORY";"29.00 zł";"59.00 zł";"https://allegro.pl/oferta/dd110-roz-m-bluza-meska-z-kapturem-3-kolory-9113505905";"S;M;L;XL";"208";"4.62(13 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:M; Wzór dominujący:bez wzoru; Dekolt:okrągły; Rękaw:długi rękaw; Zapięcie:brak; Materiał dominujący:bawełna; Kolor:czarny szary; Rodzaj:wkładane przez głowę z kapturem; "
"MĘSKIE SPODNIE JEANSY JOGGERY Z PRZETARCIAMI M";"104.99 zł";"199.00 zł";"https://allegro.pl/oferta/meskie-spodnie-jeansy-joggery-z-przetarciami-m-9861211994";"M";"3";"no";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Marka:inna; Rozmiar:M; Wzór dominujący:bez wzoru; Fason:bojówki; Długość nogawki:długa; Zapięcie:wiązanie; Materiał dominujący:inny; Cechy dodatkowe:brak; Kolor:niebieski szary; "
"5100 roz XXL MĘSKIE SPODNIE DRESOWE JOGGERY KOLORY";"29.00 zł";"49.00 zł";"https://allegro.pl/oferta/5100-roz-xxl-meskie-spodnie-dresowe-joggery-kolory-8598740695";"XXL";"10";"4.88(26 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:XXL; Wzór dominujący:bez wzoru; Długość nogawki:długa; Materiał dominujący:bawełna; Cechy dodatkowe:brak; Zapięcie:brak; Liczba kieszeni:2; Kolor:czarny niebieski szary; "
"DD673 roz. M ROZPINANA BLUZA MĘSKA Z KAPTUREM";"40.00 zł";"59.00 zł";"https://allegro.pl/oferta/dd673-roz-m-rozpinana-bluza-meska-z-kapturem-8979898479";"M;L;XL;XXL";"155";"4.57(51 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:M; Wzór dominujący:moro; Dekolt:okrągły; Rękaw:długi rękaw; Zapięcie:zamek; Materiał dominujący:bawełna; Kolor:czarny szary; Rodzaj:rozpinane z kapturem; "
"SPODNIE MĘSKIE JEANSOWE GRANATOWE RT9892 DENLEY_S";"99.90 zł";"179.99 zł";"https://allegro.pl/oferta/spodnie-meskie-jeansowe-granatowe-rt9892-denley-s-9616191581";"S;L";"72";"no";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:Denley; Rozmiar:S; Kolor:granatowy; Fason:baggy/joggery; Długość nogawki:długa; Zapięcie:zamek; Materiał dominujący:bawełna; Wzór dominujący:bez wzoru; Cechy dodatkowe:obniżony krok; :"
"KR02 roz. L KURTKA MĘSKA BOMBER JACKET PIKOWANA";"49.00 zł";"65.00 zł";"https://allegro.pl/oferta/kr02-roz-l-kurtka-meska-bomber-jacket-pikowana-9726127603";"M;L;XL;XXL";"1";"no";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:L; Kolor:niebieski; Rodzaj:bomber; Kaptur:bez kaptura; Długość:do bioder; Wypełnienie:syntetyczne; Wzór dominujący:bez wzoru; Materiał dominujący:poliester; Zapięcie:zamek; Liczba kieszeni:4; Cechy dodatkowe:ocieplenie pikowanie z podszewką; "
"BLUZA MĘSKA ROZPINANA STÓJKA TOMY RED JAKOŚĆ";"84.94 zł";"100.00 zł";"https://allegro.pl/oferta/bluza-meska-rozpinana-stojka-tomy-red-jakosc-9653574604";"M;L;XL;XXL";"90";"4.00(2 oceny produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:M; Kolor:czarny; Wzór dominujący:bez wzoru; Dekolt:stójka; Rękaw:długi rękaw; Zapięcie:zamek; Materiał dominujący:bawełna; Rodzaj:bez kaptura rozpinane; "
"KURTKA MĘSKA CZARNO-CZERWONA KS2160 DENLEY_M";"69.90 zł";"129.99 zł";"https://allegro.pl/oferta/kurtka-meska-czarno-czerwona-ks2160-denley-m-9615940488";"M;XL;XXL";"10";"5.00(3 oceny produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:Denley; Rozmiar:M; Kolor:czarny; Rodzaj:inny; Kaptur:z kapturem; Długość:do bioder; Wypełnienie:nie dotyczy; Wzór dominujący:bez wzoru; Materiał dominujący:poliester; Zapięcie:zamek; Cechy dodatkowe:pikowanie z podszewką; "
"KURTKA SKÓRZANA MĘSKA skóra c03 SLIM FIT";"99.90 zł";"199.90 zł";"https://allegro.pl/oferta/kurtka-skorzana-meska-skora-c03-slim-fit-9634535271";"S;M;L;XL";"37";"5.00(1 ocena produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:S; Rodzaj:inny; Kaptur:brak informacji; Długość:do bioder; Wypełnienie:nie dotyczy; Wzór dominujący:inny wzór; Materiał dominujący:skóra ekologiczna; Zapięcie:zamek; Cechy dodatkowe:z podszewką; Długość całkowita:65 cm; Szerokość pod pachami:53 cm; Kolor:czarny szary wielokolorowy inny kolor; "
"TY395 roz. M OCIEPLANA BLUZA / KURTKA Z KAPTUREM";"35.00 zł";"49.00 zł";"https://allegro.pl/oferta/ty395-roz-m-ocieplana-bluza-kurtka-z-kapturem-9730217863";"M;L;XL;XXL";"87";"5.00(4 oceny produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:M; Kolor:brązowy; Wzór dominujący:bez wzoru; Dekolt:okrągły; Rękaw:długi rękaw; Zapięcie:zamek; Materiał dominujący:bawełna; Rodzaj:rozpinane z kapturem; "
"KOSZULKA POLO MĘSKA GŁADKA px0246-L";"24.99 zł";"49.99 zł";"https://allegro.pl/oferta/koszulka-polo-meska-gladka-px0246-l-9389485026";"M;L;XL;XXL";"366";"4.24(21 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Kolor:czarny; Rozmiar:L; Wzór dominujący:bez wzoru; Rękaw:krótki rękaw; Materiał dominujący:bawełna; Zapięcie:guziki; :"
"Kurtka zimowa ocieplana męska niebieska r.XXXL";"67.00 zł";"75.06 zł";"https://allegro.pl/oferta/kurtka-zimowa-ocieplana-meska-niebieska-r-xxxl-9629533430";"without";"78";"5.00(2 oceny produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:3XL; Rodzaj:pilotka; Kaptur:z kapturem; Długość:do pasa; Wypełnienie:syntetyczne; Wzór dominujący:bez wzoru; Materiał dominujący:poliester; Zapięcie:zamek; Kolor:czarny niebieski; Cechy dodatkowe:ocieplenie przeciwdeszczowa; "
"Spodnie robocze ochronne MOCNE SZWY BHP roz 46";"46.99 zł";"99.99 zł";"https://allegro.pl/oferta/spodnie-robocze-ochronne-mocne-szwy-bhp-roz-46-9234532337";"46;48;50;52;54;56;58;60;62";"978";"4.69(13 ocen produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Waga (z opakowaniem):0.8 kg; Płeć:Produkt męski; Marka:inna; Rozmiar:46; Wzór dominujący:bez wzoru; Fason:proste; Długość nogawki:długa; Zapięcie:zamek; Materiał dominujący:poliester; Cechy dodatkowe:brak; Liczba kieszeni:4; Model:FORECO-T; Kolor:czarny pomarańczowy; Skład materiałowy:80% poliester 20% bawełna; "
"KZ15 r. XL MĘSKIE SPODNIE DRESOWE JOGGERY GŁADKIE";"40.00 zł";"59.00 zł";"https://allegro.pl/oferta/kz15-r-xl-meskie-spodnie-dresowe-joggery-gladkie-9811633601";"M;L;XL;XXL";"8110";"no";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:XL; Kolor:szary; Wzór dominujący:bez wzoru; Długość nogawki:długa; Materiał dominujący:bawełna; Cechy dodatkowe:brak; Zapięcie:brak; Liczba kieszeni:2; :"
"DD125 roz. XL ROZPINANA BLUZA MĘSKA Z KAPTUREM";"45.00 zł";"69.00 zł";"https://allegro.pl/oferta/dd125-roz-xl-rozpinana-bluza-meska-z-kapturem-9691837728";"M;XL;XXL";"4";"5.00(1 ocena produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:XL; Kolor:szary; Wzór dominujący:bez wzoru; Dekolt:okrągły; Rękaw:długi rękaw; Zapięcie:zamek; Materiał dominujący:bawełna; Rodzaj:rozpinane z kapturem; "
"SPODNIE MĘSKIE DRESOWE CZARNE JX1005 DENLEY_M";"29.99 zł";"69.99 zł";"https://allegro.pl/oferta/spodnie-meskie-dresowe-czarne-jx1005-denley-m-9567742877";"M;L;XL;XXL";"28";"5.00(1 ocena produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:Denley; Rozmiar:M; Kolor:czarny; Wzór dominujący:bez wzoru; Długość nogawki:długa; Materiał dominujący:bawełna; Cechy dodatkowe:brak; Zapięcie:wiązanie; :"
"MĘSKI KOMPLET DRESOWY BEZ KAPTURA ax0256-L";"72.00 zł";"119.99 zł";"https://allegro.pl/oferta/meski-komplet-dresowy-bez-kaptura-ax0256-l-9242609073";"M;L;XL;XXL";"24";"4.50(4 oceny produktu)";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:L; Wzór dominujący:moro; Rękaw:długi rękaw; Rodzaj spodni:prosta nogawka; Długość nogawki:długa; Materiał dominujący:bawełna; Kolor:czarny czerwony; Rodzaj:bez kaptura wkładane przez głowę; "
"MĘSKA KURTKA SOFTSHELL Z KAPTUREM tx3356 - XL";"99.99 zł";"159.99 zł";"https://allegro.pl/oferta/meska-kurtka-softshell-z-kapturem-tx3356-xl-9679954485";"M;L;XL;XXL";"5";"no";"Stan:Nowy; Faktura:Wystawiam fakturę VAT; Płeć:Produkt męski; Marka:inna; Rozmiar:XL; Kolor:szary; Rodzaj:softshell; Kaptur:z kapturem; Długość:do bioder; Wypełnienie:nie dotyczy; Wzór dominujący:bez wzoru; Materiał dominujący:poliester; Zapięcie:zamek; Cechy dodatkowe:brak; :"
