"Name of Item";"price";"old Price";"link of Item";"sizes";"max Quantity";"rating";" parameters"
"SFD BIOTYNA 10000 100 tab ZDROWE WŁOSY PAZNOKCIE";"40.00 zł";"59.99 zł";"https://allegro.pl/oferta/sfd-biotyna-10000-100-tab-zdrowe-wlosy-paznokcie-9786964907";"without";"2928";"5.00(1 ocena produktu)";"Faktura:Wystawiam fakturę VAT; Producent:SFD; Cechy dodatkowe:bez cukru bez jodu bez kazeiny bez laktozy bezalkoholowy bezglutenowy; "
"SLIM LINE Pure Nature TABLETKI NA ODCHUDZANIE";"20.99 zł";"24.39 zł";"https://allegro.pl/oferta/slim-line-pure-nature-tabletki-na-odchudzanie-8273582469";"without";"98953";"4.46(226 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Liczba sztuk:90 szt.; "
"OLIMP ŻEŃ-SZEŃ VITA-COMPLEX 60kaps SIŁA WITALNOŚĆ";"28.90 zł";"40.38 zł";"https://allegro.pl/oferta/olimp-zen-szen-vita-complex-60kaps-sila-witalnosc-7765659533";"0.2 kg";"7276";"4.88(301 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Liczba sztuk:60 szt.; Przeznaczenie:dla kobiet dla mężczyzn dla seniorów dla sportowców uniwersalne; "
"IRONFLEX VITAMIN FORTE 120tab VIT&amp;MIN WITAMINY";"17.99 zł";"29.90 zł";"https://allegro.pl/oferta/ironflex-vitamin-forte-120tab-vit-min-witaminy-9549051598";"without";"99844";"4.92(25 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Waga (z opakowaniem):0.212 kg; "
"120 tab ZMA MAGNEZ+CYNK+B6- MEGA DAWKA CYTRYNIAN";"21.99 zł";"39.99 zł";"https://allegro.pl/oferta/120-tab-zma-magnez-cynk-b6-mega-dawka-cytrynian-6895321814";"120 szt.";"96145";"4.84(935 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Producent:Progress Labs; Przeznaczenie:dla kobiet dla mężczyzn dla seniorów dla sportowców uniwersalne; "
"OstroVit L-TEANINA TYROZYNA 90 caps PAMIĘĆ RELAKS";"29.90 zł";"39.90 zł";"https://allegro.pl/oferta/ostrovit-l-teanina-tyrozyna-90-caps-pamiec-relaks-9633195217";"without";"100";"5.00(4 oceny produktu)";"Faktura:Wystawiam fakturę VAT; Postać:kapsułki; Cechy dodatkowe:bez cukru bez jodu bezalkoholowy bezzapachowy wegański; "
"90tab OMEGA 3 FORTE GOLD EPA330 DHA220 +WITAMINA E";"28.99 zł";"49.99 zł";"https://allegro.pl/oferta/90tab-omega-3-forte-gold-epa330-dha220-witamina-e-6951595120";"90 szt.";"98123";"4.94(513 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Liczba sztuk:90 szt.; Cechy dodatkowe:bezalkoholowy chronić przed światłem; "
"Moller's żelki rybki dla dzieci witaminy 36 sztuk";"24.11 zł";"29.99 zł";"https://allegro.pl/oferta/moller-s-zelki-rybki-dla-dzieci-witaminy-36-sztuk-7693836501";"without";"41";"no";"Stan:Nowy; Postać:żelki; "
"OstroVit BIOTIN VEGE 90 caps BIOTYNA ZDROWE WŁOSY";"14.90 zł";"22.90 zł";"https://allegro.pl/oferta/ostrovit-biotin-vege-90-caps-biotyna-zdrowe-wlosy-8963846251";"without";"100";"4.83(80 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Postać:kapsułki; Cechy dodatkowe:brak wegański; "
"WITAMINA C 1 KG KWAS L- ASKORBINOWY SUPLEMENT";"27.90 zł";"39.99 zł";"https://allegro.pl/oferta/witamina-c-1-kg-kwas-l-askorbinowy-suplement-7537590292";"without";"2093";"4.93(502 oceny produktu)";"Faktura:Wystawiam fakturę VAT; Postać:proszek; "
"WITAMINA B12 METYLOKOBOLAMINA 1000µg 120KAPS WEGAN";"29.99 zł";"52.99 zł";"https://allegro.pl/oferta/witamina-b12-metylokobolamina-1000-g-120kaps-wegan-7354711827";"120 szt.";"98515";"4.93(285 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Liczba sztuk:120 szt.; Przeznaczenie:dla kobiet dla mężczyzn dla seniorów dla sportowców uniwersalne; "
"OLIMP GOLD OMEGA 3 60kaps ZDROWE MOCNE SERCE";"31.79 zł";"35.00 zł";"https://allegro.pl/oferta/olimp-gold-omega-3-60kaps-zdrowe-mocne-serce-7234293553";"0.1 kg";"8140";"4.94(187 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Liczba sztuk:60 szt.; "
"SWANSON BERBERYNA na ODCHUDZANIE SERCE CUKRZYCA";"51.99 zł";"69.90 zł";"https://allegro.pl/oferta/swanson-berberyna-na-odchudzanie-serce-cukrzyca-9617570556";"without";"89813";"4.84(109 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Postać:kapsułki; Przeznaczenie:dla kobiet dla mężczyzn dla seniorów dla sportowców uniwersalne; "
"OstroVit CLA 1000 150 caps KWAS LINOLOWY REDUKCJA";"29.90 zł";"39.90 zł";"https://allegro.pl/oferta/ostrovit-cla-1000-150-caps-kwas-linolowy-redukcja-8327200065";"without";"100";"4.88(120 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Postać:kapsułki; Cechy dodatkowe:bez cukru bez jodu bez kazeiny bezalkoholowy bezzapachowy; "
"BŁONNIK WITALNY 2kg BABKA PŁESZNIK + JAJOWATA";"38.97 zł";"48.99 zł";"https://allegro.pl/oferta/blonnik-witalny-2kg-babka-plesznik-jajowata-7929236595";"without";"8228";"4.88(501 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Postać:proszek; Cechy dodatkowe:bez cukru bez jodu bez kazeiny bez laktozy bezalkoholowy czysty (bez dodatków); "
"WITAMINA A+E 900 KROPLI SKÓRA PAZNOKCIE WŁOSY 30ml";"40.99 zł";"79.99 zł";"https://allegro.pl/oferta/witamina-a-e-900-kropli-skora-paznokcie-wlosy-30ml-7495928554";"without";"98968";"no";"Faktura:Wystawiam fakturę VAT; Pojemność:30 ml; Cechy dodatkowe:bez cukru bez jodu bez kazeiny bez laktozy bezalkoholowy bezglutenowy bezzapachowy czysty (bez dodatków) wegański wegetariański; "
"KOENZYM Q10 Forte 100mg CoQ10 UBICHINON 120kap";"69.99 zł";"99.99 zł";"https://allegro.pl/oferta/koenzym-q10-forte-100mg-coq10-ubichinon-120kap-6748922454";"120 szt.";"97155";"4.93(536 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Producent:Wish Pharmaceutical; Przeznaczenie:dla kobiet dla mężczyzn; "
"ASHWAGANDA ŻEŃ-SZEŃ INDYJSKI 500mg 120szt OKAZJA";"39.99 zł";"59.99 zł";"https://allegro.pl/oferta/ashwaganda-zen-szen-indyjski-500mg-120szt-okazja-6679841250";"120 szt.";"99382";"4.84(482 oceny produktu)";"Faktura:Wystawiam fakturę VAT; Producent:Wish Pharmaceutical; Cechy dodatkowe:bez cukru bez jodu bez kazeiny bez laktozy bezalkoholowy bezglutenowy bezzapachowy czysty (bez dodatków) wegański wegetariański; "
"OLIMP Ashwagandha 600mg 2x60kap ŻEŃ-SZEŃ INDYJSKI";"54.90 zł";"75.00 zł";"https://allegro.pl/oferta/olimp-ashwagandha-600mg-2x60kap-zen-szen-indyjski-8438067915";"without";"8";"4.90(977 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Producent:Olimp Laboratories; "
"OLIMP CYNKOVIR + HALITOFAST 30tabl CYNK DO SSANIA";"40.00 zł";"49.90 zł";"https://allegro.pl/oferta/olimp-cynkovir-halitofast-30tabl-cynk-do-ssania-9137495968";"60 szt.";"979";"5.00(1 ocena produktu)";"Faktura:Wystawiam fakturę VAT; Producent:Olimp Laboratories; Przeznaczenie:dla kobiet dla mężczyzn dla seniorów dla sportowców uniwersalne; "
"WITAMINA C 1000mg KWAS L-ASKORBINOWY 120kapsułek";"29.99 zł";"49.99 zł";"https://allegro.pl/oferta/witamina-c-1000mg-kwas-l-askorbinowy-120kapsulek-6442415278";"without";"7787";"4.93(326 ocen produktu)";"Faktura:Nie wystawiam faktury; Liczba sztuk:120 szt.; Przeznaczenie:dla kobiet dla kobiet w ciąży dla mężczyzn dla seniorów dla sportowców uniwersalne; "
"OLIMP CHELA-MAG B6 FORTE 60kaps POTĘŻNY MAGNEZ VIT";"29.00 zł";"30.50 zł";"https://allegro.pl/oferta/olimp-chela-mag-b6-forte-60kaps-potezny-magnez-vit-7634336203";"without";"7677";"4.92(440 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Liczba sztuk:60 szt.; "
"HEPASLIMIN 30 tabl. WĄTROBA ODCHUDZANIE TRAWIENIE";"12.98 zł";"15.31 zł";"https://allegro.pl/oferta/hepaslimin-30-tabl-watroba-odchudzanie-trawienie-9774091903";"without";"99964";"4.87(1455 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Liczba sztuk:30 szt.; "
"ACTI VITA-MINER WITAMINA D3 2000 WITAMINY MINERAŁY";"21.99 zł";"26.55 zł";"https://allegro.pl/oferta/acti-vita-miner-witamina-d3-2000-witaminy-mineraly-9774143029";"without";"99937";"4.93(151 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Postać:tabletki; "
"ASHWAGANDHA 90caps ŻEŃ-SZEŃ INDYJSKI PAMIĘĆ STRES";"24.90 zł";"29.90 zł";"https://allegro.pl/oferta/ashwagandha-90caps-zen-szen-indyjski-pamiec-stres-9432925599";"without";"9638";"4.90(61 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Postać:kapsułki; Cechy dodatkowe:bez cukru bez jodu bezalkoholowy bezglutenowy czysty (bez dodatków) wegański wegetariański; "
"HERO.LAB OLEJ MCT 400 OIL KETO DOBRE KWASY ENERGIA";"24.90 zł";"29.99 zł";"https://allegro.pl/oferta/hero-lab-olej-mct-400-oil-keto-dobre-kwasy-energia-9684269991";"without";"99953";"5.00(9 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Pojemność:400 ml; "
"WITAMINA K2 MK7 natto+ D3 2000IU OLEJ KOKOSOWY MCT";"22.99 zł";"39.99 zł";"https://allegro.pl/oferta/witamina-k2-mk7-natto-d3-2000iu-olej-kokosowy-mct-6936016676";"60 szt.";"99259";"4.89(144 oceny produktu)";"Faktura:Wystawiam fakturę VAT; Producent:Wish Pharmaceutical; Przeznaczenie:dla kobiet dla kobiet w ciąży dla mężczyzn dla seniorów dla sportowców uniwersalne; "
"Naturalna Witamina K2 MK7 Forte 50ug 900 Kropli";"35.99 zł";"79.99 zł";"https://allegro.pl/oferta/naturalna-witamina-k2-mk7-forte-50ug-900-kropli-7495955727";"without";"99036";"4.96(300 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Pojemność:30 ml; Przeznaczenie:dla kobiet dla mężczyzn dla seniorów dla sportowców uniwersalne; "
